"region","city","ts_type","post_type","steal_date","ts_brand","ts_model","reg_id","ts_year_prod","engine_id","body_id","frame_id","vin","colour","steal_place"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","25.06.2011","Mercedes","E 250","E 157 BX 152","1994","605....."," "," "," ","другие цвета","Санкт-Петербург"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","01.02.2008","Toyota","land cruiser","c my 700","2005","0276678","JTEHC05J304028519"," ","JTEHC05J304028519","серый","санкт петербург  ПРОСПЕКТ ЛУНАЧАРСКОГО"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","26.06.2011","Toyota","тойота LC200","В430ХО98","2010","1VD 0084645","ОТСУТСТВУЕТ","JTMHV05J704044897","JTMHV05J704044897","черный","Приморское ШОССЕ"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","30.06.2011","Chevrolet","Lachetti","Ф150СТ","2009"," "," "," "," ","красный","Стоянка у метро Волковская"
"Иркутская обл.","Черемхово","Автомобиль","угнали","20.02.2008","Honda","HONDA FIT"," ","2002","L13A 1235965","GD1 1210430"," "," ","серый","Иркутская область.После Чернешевска...возле кафе Березка."
"Москва и Московская обл.","Москва","Автомобиль","угнали","29.06.2011","Infiniti","FX 35","У 970 ЕМ 199","2004"," "," "," "," ","оранжевый","1-й Новокузнецкий пер,ЦАО."
"Кемеровская обл.","Кемерово","Автомобиль","угнали","27.06.2011","Ford","Фокус","А525АА 142","2007"," "," "," "," ","черный","двор по ул. Ворошилова 16"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","02.07.2011","ВАЗ","2106","К 323 НТ","1996"," "," "," "," ","синий","Санкт-Петербург, Двор Тимуровская д.16"
"Кемеровская обл.","Кемерово","Автомобиль","угнали","28.06.2011","Mazda","3"," ","2008"," "," "," "," ","черный","пр-т молодежный д 15"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","02.07.2011","BMW","Х-5","o101ст98","2008"," "," "," "," ","белый","На парковке ночного клуба пилигрим,с 00.30 до 6.00"
"Кемеровская обл.","Кемерово","Автомобиль","угнали","28.06.2011","ВАЗ","2114","Е 750 АА","2011"," "," "," "," ","серый"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","08.04.2011","Mitsubishi","лансер х","р151ка64","2008","4B10CK2338","JMBSTSY3A9U004319"," ","JMBSTCY3A9U004319","другие цвета","УЛ САЛТЫКОВСКАЯ У ТРАМВПУНКТА ОСАНОВКА ПОЛЕКЛИНИКА ДОМ 11"
"Москва и Московская обл.","Москва","Автомобиль","угнали","04.07.2011","Mitsubishi","4В10 СМ3206","с 607 с р","2008","4В10СМ 3206","JMBSTCY3A9U006668"," ","JMBSTCY3A9U006668","синий","Москва,Рублевское шоссе,д.135,ЦЕнтр им.Бакулева"
"Иркутская обл.","Иркутск","Автомобиль","угнали","30.06.2011","Toyota","Altezza","Р207КЕ","1999"," "," "," "," ","синий","Стоянка кинотеатра Чайка"
"Москва и Московская обл.","Москва","Автомобиль","угнали","04.07.2011","Mitsubishi","Lancer X","н744ур71","2008","0111121","JMBSRCY2A9U002600"," ","JMBSRCY2A9U002600","черный","Москва, Севастопольский проспект, 32"
"Москва и Московская обл.","Москва","Автомобиль","угнали","05.07.2011","SsangYong","Kyron"," ","2009"," "," "," "," ","другие цвета","Москва, Фестивальная ул.(САО)"
"Кемеровская обл.","Кемерово","Автомобиль","угнали","29.06.2011","ВАЗ","2114","а698ав142","2011"," ","хта211440в5004008"," "," ","черный"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","03.07.2011","Honda","civic","o204ст","2008"," "," "," "," ","красный","Со двора дома 146 по улице марата"
"Санкт-Петербург и область","Колпино","Автомобиль","угнали","05.07.2011","Mercedes","спринтер","н334ум98","1995","60298000034023"," ","511970","WDB9034621P511970","зеленый","Колпино ул танкистов дом 16"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","27.06.2011","Chevrolet","lacetti hachback","р17оео98","2007"," "," "," "," ","зеленый","пр обуховской обороны 227/1 до 18 00"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","30.06.2011","Chevrolet","Lacetti","А150СТ178","2010"," "," "," "," ","красный","Метро Волковская"
"Москва и Московская обл.","Москва","Автомобиль","угнали","23.12.2010","Kia","ceed","у588рн199","2009"," "," "," "," ","синий","Москва, ул. Лукинская д.18"
"Татарстан","Набережные Челны","Автомобиль","угнали","28.06.2011","ВАЗ","21099"," ","2003"," "," "," "," ","серый"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","06.05.2011","Chevrolet","нива","с796тв177","2007"," "," "," "," ","синий","г. Москва, Ул. Крылатские холмы, дом 32"
"Москва и Московская обл.","Москва","Автомобиль","угнали","06.07.2011","Toyota","camry","р594кр","2007","2.4","коляска JTNBE40K40311116"," ","JTNBE40K403111163","серый","Волгоградский проспект д 167."
"Москва и Московская обл.","Бронницы","Автомобиль","угнали","06.07.2011","Honda","stepwgn","т572мх","2001","2062496","rf3-1050150"," "," ","серый","Ул центральная д 71"
"Москва и Московская обл.","Москва","Автомобиль","угнали","07.07.2011","Mazda","3 Sport","X320EH","2006"," "," "," "," ","красный","Со двора ул. Россошанская д. 1 корп.1"
"Липецкая обл.","Липецк","Автомобиль","угнали","05.07.2011","Daewoo"," ","Е349КН","2010"," "," "," "," ","синий","около Магазина  ""Колесо"" д.88"
"Москва и Московская обл.","Москва","Автомобиль","угнали","03.07.2011","Mitsubishi","Outlender"," ","2007"," "," "," "," ","другие цвета","Москва ул.Рябиновая"
"Москва и Московская обл.","Москва","Автомобиль","угнали","05.07.2011","ГАЗ","330232","Н262ОУ44","2011"," "," ","отсутствует","Х96330232В0716745","синий","г.Москва,район Митино"
"Челябинская обл.","Верхнеуральск","Автомобиль","угнали","06.07.2011","Mazda","6","K045KA","2010","JW1V208009035","H01F5YA70209055"," "," ","черный","Парковка у дк,с 19.00-21.00"
"Москва и Московская обл.","Москва","Автомобиль","угнали","08.07.2011","BMW","Х5","А977АО97","2010","G01M00054032"," "," ","F4Q10NAY6004290090JT200805","черный","Дмитровское шоссе,д.69. В ночь 7 на 8 июля"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","08.07.2011","Mitsubishi","l200","а711ох178","2007"," "," "," "," ","черный","Cанкт-петербург, Невский район, м.Ломоносовская"
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","14.04.2011","Volvo","xc90","т685ум","2008"," "," "," "," ","синий"," "
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","14.04.2011","Porsche","caene s","а 120 ар 54","2005"," "," "," "," ","серый"," "
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","08.07.2011","Renault","logan SR","E544OT178","2011","K4ma690D141159","X7LLSRBYHBH383042"," ","X7LLSRBYHBH383042","серый","СПб  ул Спирина д 14 кор2 (Красное село)"
"Кемеровская обл.","Кемерово","Автомобиль","угнали","07.07.2011","ВАЗ","ваз 2114","а 717ав","2011"," "," "," "," ","черный"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","07.07.2011","Daewoo","нексия","р235мх197","2011","F16D37822391","XWB3K32CDBA202224"," ","XWA3K32CDBA202224","другие цвета","МОСКВА СНАЙПЕРСКАЯ 13"
"Москва и Московская обл.","Фрязино","Автомобиль","угнали","02.07.2011","Honda","CIVIC","о236нх190","2007","r18a1"," "," ","jhmfd15208s203963","черный","г. Фрязино, ул. Советская 2а (в дворе)"
"Алтайский край","Барнаул","Автомобиль","угнали","24.07.2010","Porsche","кайенн","м292сс22","2005","016485"," "," ","wp1aa29p45la22276","серый","со стоянки перед домом."
"Свердловская обл.","Верхняя Пышма","Автомобиль","угнали","07.10.1996","ВАЗ","21061","В099КС","1995","4027004","3581139","--","ХТА21061ОТ3581139","другие цвета","из гаража"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","05.07.2011","Mitsubishi","Outlender XL"," ","2011","2.4"," "," "," ","черный","СПб пр. Ветеранов"
"Хабаровский край","Хабаровск","Автомобиль","угнали","11.07.2011","Toyota","Premia","H225OO","1996"," "," "," "," ","белый"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","05.07.2011","BMW","Х3","р981хх150","2004","25685 2252560","WBXPA73444WB25109"," ","WBXPA73444WB25109","серый","Москва, Большая Грузинская,20"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","14.12.2008","Suzuki","XL-7","С872ХЕ98","2003"," "," "," "," ","фиолетовый","Санкт-Петербург, Купчино, ул.Турку"
"Москва и Московская обл.","Москва","Автомобиль","угнали","12.07.2011","ВАЗ","21310","н475ех 197","2011","9383853","хта213100в0118476","------------","------------","зеленый","москва святоозёрская дом 34"
"Москва и Московская обл.","Москва","Автомобиль","угнали","12.07.2011","Honda","Civic","В 686 ТМ 150","2008"," "," "," "," ","красный","ул.Барклая д.6"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","07.07.2011","Ford","Фокус 2","Р751УО47","2008"," "," "," ","WFOPXXGCDP8Y45960","другие цвета","Г.Санкт-Петербург, Пискаревский,25"
"Москва и Московская обл.","Люберцы","Автомобиль","угнали","07.07.2011","Kia","Ceed","с 716 ме 199","2008"," "," "," "," ","другие цвета"," "
"Иркутская обл.","Иркутск","Автомобиль","угнали","08.07.2011","Toyota","Камри Грация"," ","1997"," "," "," "," ","серый"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","06.07.2011","Honda","Civic","А664ХО","2006"," "," "," "," ","синий"," "
"Москва и Московская обл.","Химки","Автомобиль","угнали","14.07.2011","Mazda","6","х 714 ух","2008"," "," "," "," ","коричневый","химки,ул. спартаковская д. 11"
"Москва и Московская обл.","Одинцово","Автомобиль","угнали","12.07.2011","Mitsubishi","Lancer X","X 330 HO 150","2007"," "," "," "," ","красный","г. Москва рядом с м. Кунцевская"
"Москва и Московская обл.","Москва","Автомобиль","угнали","13.07.2011","Mitsubishi","Lancer","х330но150","2007"," "," "," "," ","красный","кунцево"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","15.07.2011","Mazda","3 Sport","с227ру 98","2007"," "," "," "," ","черный","ул. Бульвар Новаторов"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","28.06.2011","Toyota","Land Cruiser 200","Е 008 ОВ 178","2010","2 UZ 1414406"," "," ","JTMHT05J304042361","серый","Приморский район, у ТК ""Променад"""
"Москва и Московская обл.","Москва","Автомобиль","угнали","18.07.2011","Huanghai","Портер","м112 вк 197","2007"," "," "," "," ","белый","М. Рязанский проспект, между платформами чухлинка и плющево"
"Красноярский край","Красноярск","Автомобиль","угнали","14.07.2011","ВАЗ","2107","В303ВА124","2010"," "," "," "," ","белый","Верхние черемушки"
"Рязанская обл.","Рязань","Автомобиль","угнали","02.07.2011","Kia","рио","р366кв 62","2002"," "," "," "," ","серый","рязань"
"Москва и Московская обл.","Москва","Автомобиль","угнали","18.07.2011","Volvo","xc90"," ","2007","4199016"," "," "," ","серый","Москва, ул Шаболовка д63 копр 1"
"Москва и Московская обл.","Москва","Автомобиль","угнали","16.07.2011","Honda","цивик","а915ее 62","2005"," "," "," "," ","черный","москва"
"Москва и Московская обл.","Москва","Автомобиль","угнали","12.07.2011","Great Wall","Hover","х855км","2010"," "," "," "," ","черный","м. Новогиреево"
"Москва и Московская обл.","Москва","Автомобиль","угнали","19.07.2011","Toyota","Camry","Н555УМ150","2008"," "," "," "," ","черный","ул. Зеленый проспект д.39 корп.4"
"Москва и Московская обл.","Москва","Автомобиль","угнали","19.07.2011","Mitsubishi","Outlander XL","О428АО197","2008"," "," "," "," ","синий","г. Москва, ул. Свободы, д.42"
"Москва и Московская обл.","Москва","Автомобиль","угнали","19.07.2011","Subaru","Forester S-Turbo","У177ТО177","2006"," "," "," "," ","серый","Москва, Ленинградское шоссе, д.38, корпус 1"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","19.07.2011","Toyota"," "," ","2007"," "," "," "," ","серый"," "
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","18.07.2011","Renault","Logan","x053xx98","2006"," "," "," "," ","синий","Проходная завода Северная верфь, м. Кировский завод"
"Москва и Московская обл.","Москва","Автомобиль","угнали","18.07.2011","Volvo","xc90"," ","2007","4199001","YVICM595781443636","ОТСУТСТВУЕТ","YVICM595781443636","желтый","ул. Шаболовка д 63 корп 1"
"Москва и Московская обл.","Долгопрудный","Автомобиль","угнали","20.07.2011","Mazda","3","х432хх150","2009"," "," "," "," ","белый"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","21.07.2011","Nissan","X-TRAIL","У454АА199","2007"," "," "," "," ","черный","г. Москва, ул. Павла Корчагина, д. 11, перед домом на пригорке"
"Красноярский край","Красноярск","Автомобиль","угнали","14.07.2011","Toyota","HARRIER","P228XK","1999","5S. 0961134","SXU15-0012030"," "," ","белый","Красноярск"
"Москва и Московская обл.","Химки","Автомобиль","угнали","22.07.2011","Chevrolet","Laceti","K650YT","2009","7286571"," "," ","XUUNF487J90019243","серый","МО Химки, ул.Спартаковская напротив дома 12 (возле дома 5/7) на парковочной зоне вдоль ул.Спартаковская."
"Красноярский край","Красноярск","Автомобиль","угнали","19.07.2011","ВАЗ","211440","C397AT124","2010","5270748","XTA21144OA4886817"," ","XTA21144OA4886817","черный","Вторая проходная завода Красмаш"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","22.07.2011","Skoda","Fabia"," ","2011"," "," "," "," ","белый"," "
"Иркутская обл.","Иркутск","Автомобиль","угнали","24.07.2011","УАЗ","31514","ат854а 42-регион","2001"," "," "," "," ","белый","г.Иркутск,рынок Павловский."
"Москва и Московская обл.","Москва","Автомобиль","угнали","30.06.2011","Москвич","41","в 445 тк 177","1995"," "," "," "," ","синий","Метро Выхино."
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","19.07.2011","Mercedes"," "," ","1992"," ","124"," "," ","другие цвета","Возле р.Обь, в районе н.Ельцовки."
"Москва и Московская обл.","Москва","Автомобиль","угнали","21.07.2011","Nissan"," ","У454АА199","2007"," "," "," "," ","черный","г. Москва, СВАО"
"Смоленская обл.","Ярцево","Автомобиль","угнали","26.07.2011","Daewoo","Nexia","T218MM67","1997","606085B"," "," ","ULV3L31BDVA015393","зеленый","г. Ярцево"
"Ростовская обл.","Волгодонск","Автомобиль","угнали","06.07.2011","Toyota","Camry","E313BE161","2008","2966440","XM7BE40K90S001096"," ","XW7BE40K90S001096","другие цвета","г. Москва; ул. Юнных Ленинцев"
"Москва и Московская обл.","Москва","Автомобиль","угнали","25.07.2011","Mitsubishi","Lanсer х","B503KB199","2008"," "," "," "," ","синий","Марксистская,дом 5"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","27.07.2011","Skoda","Fabia"," ","2011"," "," "," "," ","красный","Василеостровский район"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","26.07.2011","Ford","Focus 2","Х341НМ","2006"," "," "," ","X9F4XXEED47S04071","серый","Богатырский,55-1 (пересечение с улицей Туристской)"
"Москва и Московская обл.","Сергиев Посад","Автомобиль","угнали","27.07.2011","ВАЗ","2110","А 310 НН 190","2010","21114 5314358","YGL211010AL219030"," ","YGL211010AL219030","серый","д.Шабурново"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","18.07.2011","Mercedes","Спринтер 312D","e721кн 178рус","1996"," "," "," ","VDB9034631P614453","синий","Красносельский р-он., Авангардная ул. д.6 (в ночь с 17 на 18)"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","21.07.2011","Pontiac","boneville"," ","1993"," ","1226335"," ","1G2HX53L5P1226335","зеленый","приморский район ул оптиков"
"Москва и Московская обл.","Люберцы","Автомобиль","угнали","27.07.2011","Great Wall","Hover","В984ЕС","2009"," "," "," "," ","черный","Московская обл., г. Люберцы, ул. Урицкого"
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","22.07.2011","ВАЗ","21213"," ","1997"," "," ","отсутствует"," ","белый","г.Новосибирск, Советский район(Шлюз)"
"Москва и Московская обл.","Реутов","Автомобиль","угнали","28.07.2011","ВАЗ","21093","Х559ОК90","2003"," "," "," "," ","зеленый","г. Реутов, ул. Новая, д. 19."
"Москва и Московская обл.","Москва","Автомобиль","угнали","06.07.2011","Toyota","Corolla","A025ME/34","2008"," "," "," ","JTNBV58E703530113","черный"," "
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","29.07.2011","Ford","Focus","В 214 СК 98","2008"," "," "," "," ","серый","Ланское шоссе"
"Донецкая обл.","Донецк","Автомобиль","угнали","09.07.2011","Toyota","land cruizer prado","ан8855се","2008"," "," "," "," ","серый"," "
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","24.07.2011","ВАЗ","2106","х022уу 54","1995"," "," "," "," ","красный","октябрьский район"
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","11.06.2011","Toyota","Platz","A109KK154","2000","1NZ1299491","NCP12-0061298"," "," ","серый","г.Новосибирск ул. Зеленодолинская"
"Москва и Московская обл.","Балашиха","Автомобиль","угнали","29.07.2011","Nissan","X trail","o286ae","2009"," "," "," ","AWGQ59347J1739","белый","АЗС.сиб нефть"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","29.07.2011","Hyundai","accent","Р881ЕВ","2008"," "," "," "," ","черный","универсам Фрунзенский ул.Бухарестская"
"Москва и Московская обл.","Москва","Автомобиль","угнали","20.07.2011","Renault","Logan k7mf710","р257ус199","2010","ue56835"," "," ","x7llsrb1hah264482","черный","Москва, ул. Исаковского, д.6, машина стояла возле подъезда."
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","28.07.2011","Chery","amulet","к246му36","2007"," "," "," "," ","черный","ул. Магнитогорская д.11"
"Челябинская обл.","Чебаркуль","Автомобиль","угнали","20.07.2011","ВАЗ","21140","У699ОТ74","2003","2111,3607304","3476028"," ","ХТА21140033476028","другие цвета","личный гараж в гаражно-строительном кооперативе"
"Москва и Московская обл.","Москва","Автомобиль","угнали","30.07.2011","Ford","С-MAX","K783OM97RUS","2004"," "," "," "," ","зеленый","Метро Отрадное, город Москва"
"Москва и Московская обл.","Москва","Автомобиль","угнали","31.07.2011","ВАЗ","21043","Р908НР97","2001"," "," "," "," ","другие цвета","ул.дружинниковская,12(пресненский парк)"
"Свердловская обл.","Верхняя Пышма","Автомобиль","угнали","06.04.2011","Toyota","PRADO","К870ОВ","2007","5562009"," "," "," ","черный","МАГАЗИН ВИП ГОРОД"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","16.06.2011","Mercedes","250"," ","1995"," "," "," "," ","белый","Санкт-Петербург"
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","30.07.2011","Nissan","Титан"," ","2004"," "," "," "," ","черный"," "
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","02.08.2011","Opel","vectra A","Т857ЕН 98","1993","с16nz 02w04962","5255634"," ","W0L000087P5255634","белый","Гражданский пр. 104"
"Москва и Московская обл.","Москва","Автомобиль","угнали","30.07.2011","Honda","CRV","М858КХ197","2011","R20A25004120","SHSRE5850BU004197"," ","SHSRE5850BU004197","черный","г. Москва, Черноморский б-р."
"Москва и Московская обл.","Москва","Автомобиль","угнали","29.07.2011","Mitsubishi","Lancer","м583см150","2008"," "," "," "," ","другие цвета","Сколковское ш.,14"
"Самарская обл.","Красный Яр","Автомобиль","угнали","31.07.2011","Toyota","Королла","О 819 МА 163","2011"," "," "," "," ","черный","Самарская область, Красноярский район, СНТ ""Сокский-1"""
"Москва и Московская обл.","Балашиха","Автомобиль","угнали","28.07.2011","Mazda","3","Р403ЕМ 190","2007"," "," "," "," ","черный","БАЛАШИХА"
"Москва и Московская обл.","Москва","Автомобиль","угнали","03.08.2011","ГАЗ","газ28180в","н645ер199","2006","63016459","33020060360035","33020062114206","xsu28180b60001385","белый","москва сыромятнический проезд дом 8"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","02.08.2011","ВАЗ","21099","О653МН78","1997"," "," "," "," ","синий","г.Санкт-Петербург, ул. Софьи Ковалевской,у дома 12 корп.1 на стоянке перед 4-ой парадной"
"Челябинская обл.","Челябинск","Автомобиль","угнали","04.08.2011","ВАЗ","2113","у784ее 174","2008","11183-4991153КЕРН","ХТА21134084696095"," ","ХТА21134084696095","черный","С ПАРКОВКИ ВОЗЛЕ ДОМА ПО УЛ.ХОХРЯКОВА 24"
"Ульяновская обл.","Ульяновск","Автомобиль","угнали","18.04.2011","Hyundai","Акцент","016","2006"," "," "," "," ","другие цвета"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","01.08.2011","Toyota","королла","е450мв177","2006","Е495641","NMTBZ28E80R138035","-","NMTBZ28E80R138035","серый","Москва, ул.Беловежская, д.39, корп. 5"
"Москва и Московская обл.","Москва","Автомобиль","угнали","22.07.2011","Mitsubishi","Лансер","Р 874 ЕО 197","2006"," "," "," ","jmbsrcs3a7u007898","синий"," "
"Санкт-Петербург и область","Гатчина","Автомобиль","угнали","29.07.2011","Ford","фокус","е847ху178","2011"," "," "," "," ","серый","Лен. Обл. Гатчинский р-он дер. Низковицы"
"Москва и Московская обл.","Москва","Автомобиль","угнали","04.08.2011","Mitsubishi","Lancer x","р394тр 56","2007"," "," "," ","JMBSTCY4A8U005055","красный","Мичуринский проспект, д.3, к.1 ТЦ ""Фестиваль""
на стоянке напротив ТЦ"
"Москва и Московская обл.","Москва","Автомобиль","угнали","05.08.2011","Mitsubishi","L200","У080ВМ52","2007","UCAX5853"," ","MMBJNKB407D145217","MMBJNKB407D145217","другие цвета","СЕРО-ГОЛУБОЙ"
"Москва и Московская обл.","Москва","Автомобиль","угнали","03.08.2011","Daewoo","Нексия","т544ох62","2009"," "," "," "," ","красный"," "
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","01.08.2011","Ford","fusion","р717св47","2007","cxja7m78012"," "," ","wfovxxgaju7m78012","красный","спб ул ленская д 17 кор2"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","08.08.2011","Dodge","stratus","a372ao98","2002"," "," "," "," ","другие цвета","СПб, ввавиловых, 19"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","06.08.2011","Hyundai","акцент","т216ук 98","2007","G4EC6B737369","X7MCF41GP7V100367"," ","X7MCF41GP7M100367","другие цвета","ул.Козлова 13"
"Днепропетровская обл.","Днепропетровск","Автомобиль","найден","01.08.2011","Chevrolet"," ","AE16-16 AH","2006"," "," "," "," ","синий"," "
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","08.08.2011","Ford","фокус","р944ха98","2008"," "," "," "," ","белый","пятилеток 9/1"
"Москва и Московская обл.","Москва","Автомобиль","угнали","09.08.2011","Nissan","TEANA","X480XC199","2007"," "," "," "," ","черный","м.Бабушкинская, ул. Менжинского"
"Москва и Московская обл.","Москва","Автомобиль","угнали","08.08.2011","ВАЗ","Priora","т???вв","2008"," "," "," "," ","красный","ул. Беловежская, д. 83"
"Приморский край","Владивосток","Автомобиль","угнали","01.07.2011","Tata","TOYOTA CAMRY ACV40L-AEANKW","Т649АЕ125rus","2011","2AZH652384","JTNBE40K003210403"," ","JTNBE40K003210403","черный","г.Владивосток ул. Русская 65"
"Приморский край","Владивосток","Автомобиль","угнали","02.08.2011","Toyota","Land Cruiser"," ","2005"," "," "," "," ","другие цвета","Авроровская гараж"
"Москва и Московская обл.","Москва","Автомобиль","угнали","05.08.2011","УАЗ","31519","К886НК 99","2000"," "," "," "," ","серый","Москва, Богородское"
"Липецкая обл.","Липецк","Автомобиль","угнали","15.07.2011","ВАЗ","Приора","Н913ВК/48","2010"," "," "," "," ","другие цвета","ул.Петра-Смородина д.2"
"Москва и Московская обл.","Москва","Автомобиль","угнали","09.08.2011","Volkswagen","Passat","DGD 214","1997"," "," "," "," ","черный","Улица Проспект Вернадского, дом 89, корпус 5, Машину отобрали двое мужчин таджикской внешности угрожая оружием."
"Москва и Московская обл.","Москва","Автомобиль","угнали","05.08.2011","Toyota","camri","у514ес197","2008"," "," "," ","jtnbk40k303042944","черный","Алтуфьевское ш."
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","11.08.2011","ВАЗ","2106","е643тк178","1998"," "," "," "," ","желтый","Санкт-Петербург, Сиреневый бульвар, д.20 со стороны двора"
"Москва и Московская обл.","Москва","Автомобиль","угнали","09.08.2011","Mitsubishi","Lancer 9","К423РА40","2006"," "," "," "," ","серый"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","10.08.2011","ГАЗ","Соболь","У861РТ97","1995"," "," "," "," ","белый","Ул.Багрицкого, д.28"
"Москва и Московская обл.","Москва","Автомобиль","угнали","23.05.2011","Nissan","Qashkai 2.0 SE+","A948MX 150","2009","MR20 728090A","SJNFBAJ10U1425804"," ","SJNFBAJ10U1425804","черный","г. Москва, ул. Матвеевская, дом. 18, корп. 1"
"Москва и Московская обл.","Балашиха","Автомобиль","угнали","12.08.2011","Mitsubishi","Lancer X","Т941ХУ150","2008"," "," "," "," ","красный","Ул. Объединения, д. 5, 1-й подъезд, напротив Сбербанка России."
"Приморский край","Владивосток","Автомобиль","найден","10.08.2011","Honda","fit","ру503","2002"," "," "," "," ","синий"," "
"Иркутская обл.","Иркутск","Автомобиль","угнали","12.08.2011","Toyota","Королла","К097РХ 38","1999","2030210","ее103"," "," ","белый","р.п. Маркова"
"Санкт-Петербург и область","Санкт-Петербург","Автомобиль","угнали","11.08.2011","Chevrolet","LACETTI","Х130МН98","2008","F16D33220711","KL1NF356J9KO73050"," ","KL1NF356J9KO73050","красный","САНКТ-ПЕТЕРБУРГ"
"Донецкая обл.","Мариуполь","Автомобиль","угнали","25.03.2011","ВАЗ","112","АН4196ВН","2006"," ","ХТА21124060395290"," "," ","черный","Аатостоянка ""Клубная"" ул.Семашко, г.Мариуполь"
"Москва и Московская обл.","Люберцы","Автомобиль","угнали","14.08.2011","Toyota","селика т23","м145ке161","2001"," "," "," "," ","черный","М.О. г. Люберцы ул.Красногорская д30"
"Москва и Московская обл.","Серпухов","Автомобиль","угнали","25.07.2011","Honda","Accord","с 088 вр 190","2008","К24Z3","JHMCU26809C222392","отсутствует","JHMCU26809C222392","белый","г. Серпухов"
"Санкт-Петербург и область","Пушкин","Автомобиль","угнали","05.08.2011","Hyundai","Elantra","Т732АН98","2008","G4FC8IJ405093","463403"," ","KMHDU41BP8U463403","черный","Санкт Петербург, Пушкинский район, с/х Шушары, Пулковское отделение, д.30 во дворе из под окон"
"Москва и Московская обл.","Москва","Автомобиль","угнали","11.08.2011","Mazda","3 hatchback","у924оа199","2006"," "," "," ","JMZBK14Z571505438","серый","дублер ш.Энтузиастов"
"Новосибирская обл.","Новосибирск","Автомобиль","угнали","15.08.2011","Toyota"," "," ","2002"," "," "," "," ","серый"," "
"Москва и Московская обл.","Москва","Автомобиль","угнали","10.08.2011","Chevrolet","Lacetti"," ","2004"," "," "," "," ","красный"," "
"Краснодарский край","Крымск","Автомобиль","угнали","08.08.2011","ВАЗ","21102","х171ху 23","2003"," "," "," "," ","другие цвета"," "
"Москва и Московская обл.","Долгопрудный","Автомобиль","угнали","14.08.2011","ГАЗ","3302","с084кк150","2007"," "," "," "," ","синий","хлебниково"
"Минская обл.","Дзержинск","Автомобиль","угнали","13.08.2011","Toyota","camry","0804","2003"," "," "," "," ","зеленый","Москва,Тайнинская"
"Москва и Московская обл.","Москва","Автомобиль","угнали","19.07.2010","Dodge","додж-караван","к178кн177","2001"," "," "," "," ","серый","г.москва,4ый Вятский пер.дом35"
